region,cohort,flag_churn,customer_age_class,count_internet_previous_cancellations_0_18,basket_months_since_contract_start_date,count_transactions_Online,internet_product_name,internet_diff_churn_months,internet_all_outofcontract,calls_inbound_waiting_time_inqueue_0_6,calls_inbound_talk_time_0_6,count_calls_inbound_0_6,internet_months_since_contract_start_date,internet_months_until_contract_end,internet_days_until_initial_contract_end,campaign_dima_email_0_18,campaign_dima_service_0_18,campaign_dima_xsell_0_18,campaign_dima_0_18,contract_summaries_csconfirmed_0_3,basket_package_price_list,internet_package_price_list,internet_package_price_disc,basket_package_price_disc,internet_cons_package_price_list,basket_months_until_contract_end,basket_days_until_contract_end,non_internet_months_until_contract_end,non_internet_days_until_contract_end,internet_days_until_contract_end,non_internet_months_since_contract_start_date,count_previous_cancellations_0_18,basket_proportion_disc,internet_product_category,count_transactions_Commercial_Operations,basket_product_category,internet_down_speed,basket_days_until_next_promo_end,count_transactions_other,number_cust_at_lastamp_segment,number_cust_at_node_segment
KBW,2024-08-01,1,35 - 39,0,18,0,VF CABLEMAX 500,0,0,0,0,0,18,6,204,9,4,0,4,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,6,204,0,0,204,0,0,0E-9,2PLAY,0,2PLAY,500,0,1,18,191
HSN,2024-08-01,0,55 - 59,0,18,1,GIGAZUHAUSE 1000 KABEL,0,0,2640,1048,3,18,6,209,0,0,0,0,0,89.960000000,59.990000000,59.990000000,84.960000000,59.990000000,6,209,0,30,209,18,0,0.060000000,2PLAY,0,VF PREMIUM,1000,1500,0,18,18
HSN,2024-08-01,0,80 and over,0,23,5,VF CABLEMAX 1000,0,0,0,0,0,23,1,42,6,1,0,1,0,79.960000000,44.980000000,44.980000000,69.960000000,44.980000000,3,92,3,92,42,23,0,0.130000000,2PLAY,8,SUPERWLAN,1000,1500,0,28,200
NRW,2024-08-01,1,40 - 44,0,50,4,VF RIP 500 U-TREUE,0,1,0,0,0,42,0,0,7,2,0,2,0,51.980000000,51.980000000,51.980000000,51.980000000,51.980000000,0,30,0,30,30,50,1,0E-9,2PLAY,2,SUPERWLAN,500,0,0,44,274
KBW,2024-08-01,0,40 - 44,0,67,0,VF CABLEMAX 1000,0,1,51,386,2,51,0,0,7,1,4,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,67,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,4,57,365
KBW,2024-08-01,1,25 - 29,0,24,0,VF CABLEMAX 1000,0,0,0,0,0,24,0,1,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,1,0,0,1,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,80,742
NRW,2024-08-01,1,55 - 59,0,13,0,GIGAZUHAUSE 50 KABEL,0,0,3764,998,2,13,11,354,0,0,0,0,0,37.980000000,37.980000000,37.980000000,37.980000000,37.980000000,11,354,0,30,354,13,0,0E-9,2PLAY,2,SUPERWLAN,50,0,0,330,604
NRW,2024-08-01,1,25 - 29,0,22,1,RED INTERNET UND PHONE 1000 CABLE U,0,0,0,0,0,22,2,84,3,2,1,2,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,2,84,0,0,84,0,0,0E-9,2PLAY,1,2PLAY,1000,0,1,80,421
KBW,2024-08-01,0,55 - 59,0,166,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,166,0,0,0,1,0,1,0,37.780000000,37.780000000,37.780000000,37.780000000,37.780000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,62,457
NRW,2024-08-01,0,80 and over,0,69,6,VF CABLEMAX 500,0,0,229,3437,4,23,1,32,0,1,0,1,0,59.980000000,39.990000000,39.990000000,34.990000000,39.990000000,18,558,18,558,32,69,0,0.420000000,2PLAY,3,N/A,500,8,0,63,63
NRW,2024-08-01,0,55 - 59,0,41,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,41,0,0,0,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,97,320
KBW,2024-08-01,0,60 - 64,0,114,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,114,0,0,5,1,0,1,0,30.950000000,30.950000000,30.950000000,30.950000000,30.950000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,24,714
KBW,2024-08-01,1,35 - 39,0,25,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,25,0,0,10,2,6,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,25,0,0E-9,2PLAY,1,SUPERWLAN,250,0,0,83,198
NRW,2024-08-01,1,40 - 44,1,61,0,VF RIP 100 U-TREUE,3,1,0,0,0,38,0,0,10,2,6,2,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,61,1,0E-9,2PLAY,2,N/A,100,0,1,156,363
KBW,2024-08-01,0,55 - 59,0,73,0,VF CABLEMAX 1000,0,1,0,0,0,54,0,0,10,2,5,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,73,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,62,448
NRW,2024-08-01,0,45 - 49,0,25,0,VF RIP 250 U-TREUE,0,1,0,0,0,25,0,0,7,1,0,1,0,72.970000000,37.990000000,37.990000000,62.970000000,37.990000000,0,30,0,30,30,25,0,0.140000000,2PLAY,1,N/A,250,1500,0,208,279
KBW,2024-08-01,0,55 - 59,0,202,0,3PLAY TREUE 400 GENRE,0,1,0,0,0,58,0,0,0,0,0,0,0,73.980000000,52.990000000,52.990000000,73.980000000,52.990000000,0,30,0,30,30,202,0,0E-9,3PLAY,0,ANALOG KABELANSCHLUSS,400,0,5,508,1177
HSN,2024-08-01,1,25 - 29,0,17,1,RED INTERNET UND PHONE 100 CABLE U,0,0,0,0,0,17,1,37,11,4,4,4,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,1,37,0,0,37,0,0,0E-9,2PLAY,2,2PLAY,100,0,1,145,584
KBW,2024-08-01,0,40 - 44,0,45,0,VF RIP 250 U-TREUE,0,1,0,0,0,45,0,0,6,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,15,26
KBW,2024-08-01,0,55 - 59,0,101,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,101,0,0,0,1,2,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,134,526
NRW,2024-08-01,1,40 - 44,0,89,0,INTERNET PREMIUM 120,0,1,0,0,0,89,0,0,5,0,0,0,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,2,0,0E-9,1PLAY,1,SUPERWLAN,120,0,0,42,558
NRW,2024-08-01,0,65 - 69,0,369,0,3PLAY FLY 400,0,1,0,0,0,81,0,0,0,0,0,0,0,77.670000000,57.310000000,57.310000000,77.670000000,57.310000000,0,30,0,30,30,369,0,0E-9,3PLAY,1,ANALOG KABELANSCHLUSS,400,0,0,0,0
HSN,2024-08-01,1,35 - 39,0,34,1,VF CABLEMAX 1000,0,1,0,0,0,34,0,0,7,2,2,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,220,484
KBW,2024-08-01,1,35 - 39,0,86,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,86,0,0,6,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,250,0,2,0,0
KBW,2024-08-01,0,35 - 39,0,20,0,GIGAZUHAUSE 100 TREUE B,0,0,0,0,0,20,4,127,6,78,0,78,0,27.990000000,27.990000000,27.990000000,27.990000000,27.990000000,4,127,0,30,127,20,0,0E-9,2PLAY,2,SUPERWLAN,100,0,0,74,375
HSN,2024-08-01,1,30 - 34,0,40,2,VF RIP 100 U-TREUE,0,1,29,363,1,40,0,0,0,0,2,0,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,1,77,281
HSN,2024-08-01,0,65 - 69,0,62,0,VF RIP 100 U-TREUE,0,1,0,0,0,62,0,0,5,0,0,0,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,0,30,0,30,30,62,0,0E-9,2PLAY,0,N/A,100,0,0,22,439
NRW,2024-08-01,1,70 - 74,0,12,2,GIGAZUHAUSE 500 KABEL,0,0,0,0,0,12,12,386,0,0,0,0,0,52.980000000,52.980000000,52.980000000,52.980000000,52.980000000,12,386,0,30,386,12,0,0E-9,2PLAY,0,SUPERWLAN,500,0,0,98,155
NRW,2024-08-01,0,25 - 29,0,16,1,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,16,8,257,5,0,0,0,0,47.980000000,47.980000000,47.980000000,47.980000000,47.980000000,8,257,0,30,257,16,0,0E-9,2PLAY,0,SUPERWLAN,250,0,0,118,587
NRW,2024-08-01,0,80 and over,0,158,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,109,0,0,0,1,0,1,0,51.810000000,30.820000000,30.820000000,51.810000000,30.820000000,0,30,0,30,30,158,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,50,0,0,22,218
NRW,2024-08-01,0,30 - 34,0,46,0,VF CABLEMAX 1000,0,1,0,0,0,46,0,0,0,0,0,0,0,48.960000000,48.960000000,48.960000000,43.960000000,48.960000000,0,30,0,0,30,0,0,0.100000000,2PLAY,0,N/A,1000,1500,0,47,386
HSN,2024-08-01,1,60 - 64,0,28,2,VF RIP 100 U-TREUE,0,1,0,0,0,28,0,0,7,1,0,1,0,49.980000000,29.990000000,29.990000000,49.980000000,29.990000000,0,30,0,30,30,28,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,100,0,1,25,637
NRW,2024-08-01,0,18 - 24,0,12,2,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,12,12,365,5,0,0,0,0,42.970000000,42.970000000,42.970000000,42.970000000,42.970000000,12,365,0,30,365,12,0,0E-9,2PLAY,2,SUPERWLAN,100,0,0,132,1134
KBW,2024-08-01,1,30 - 34,0,73,0,VF RIP 250 U-TREUE,0,1,0,0,0,73,0,0,5,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,3,2PLAY,250,0,0,21,405
HSN,2024-08-01,1,30 - 34,0,23,0,RED INTERNET UND PHONE 100 CABLE U,0,0,353,0,1,23,1,49,5,0,0,0,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,1,49,0,30,49,23,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,104,512
NRW,2024-08-01,0,70 - 74,0,46,3,VF CABLEMAX 1000,0,1,0,0,0,46,0,0,8,1,0,1,0,84.950000000,49.970000000,49.970000000,74.950000000,49.970000000,3,117,3,117,30,21,0,0.120000000,2PLAY,2,HD OPTION,1000,1500,0,26,462
KBW,2024-08-01,1,35 - 39,0,96,0,3PLAY TREUE 400 GENRE,0,1,0,0,0,60,0,0,0,0,0,0,0,73.980000000,52.990000000,52.990000000,73.980000000,52.990000000,0,30,0,30,30,96,0,0E-9,3PLAY,0,DIGITAL KABELANSCHLUSS,400,0,0,18,386
NRW,2024-08-01,0,45 - 49,0,29,0,VF RIP 100 U-TREUE,0,1,0,0,0,29,0,0,6,1,0,1,0,49.970000000,34.980000000,34.980000000,49.970000000,34.980000000,0,30,0,30,30,29,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,100,0,0,33,353
KBW,2024-08-01,1,35 - 39,0,45,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,45,0,0,1,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,45,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,65,999
NRW,2024-08-01,1,55 - 59,0,40,5,VF CABLEMAX 500,0,1,0,0,0,40,0,0,9,1,0,3,0,69.950000000,44.980000000,44.980000000,64.950000000,44.980000000,0,30,0,30,30,40,0,0.070000000,2PLAY,0,VF PREMIUM,500,1500,0,24,256
NRW,2024-08-01,0,35 - 39,0,24,0,RED INTERNET & PHONE 100 CABLE U,0,1,0,0,0,24,0,0,5,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,39,361
KBW,2024-08-01,0,not available,0,57,0,VF RIP 100 U-TREUE,0,1,0,0,0,57,0,0,0,1,0,1,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,1,102,554
KBW,2024-08-01,0,50 - 54,0,165,0,GIGAZUHAUSE 250 KABEL,0,1,0,0,0,61,0,0,6,1,0,1,0,65.970000000,44.980000000,44.980000000,65.970000000,44.980000000,0,30,0,30,30,165,0,0E-9,2PLAY,2,ANALOG KABELANSCHLUSS,250,0,0,0,0
NRW,2024-08-01,0,65 - 69,0,109,1,GIGAZUHAUSE 500 KABEL,0,1,0,0,0,75,0,0,7,1,0,1,0,90.950000000,49.990000000,49.990000000,80.950000000,49.990000000,0,30,0,30,30,109,0,0.110000000,2PLAY,2,HIGHLIGHTS,500,1500,0,18,315
KBW,2024-08-01,0,55 - 59,0,21,0,VF CABLEMAX 1000,25,0,0,0,0,21,3,99,2,1,1,1,0,44.970000000,44.970000000,44.970000000,39.970000000,44.970000000,3,99,0,30,99,0,0,0.110000000,2PLAY,0,N/A,1000,98,3,27,450
KBW,2024-08-01,1,35 - 39,0,82,0,VF CABLEMAX 1000,0,1,0,0,0,47,0,0,6,0,0,0,0,44.970000000,44.970000000,44.970000000,44.970000000,44.970000000,0,30,0,30,30,82,1,0E-9,2PLAY,3,N/A,1000,0,0,132,841
NRW,2024-08-01,1,25 - 29,0,34,0,VF CABLEMAX 1000,0,1,0,0,0,34,0,0,5,2,4,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,25,667
KBW,2024-08-01,1,35 - 39,0,29,0,VF RIP 250 U-TREUE,0,1,1211,1101,3,29,0,0,8,2,1,2,0,37.990000000,37.990000000,37.990000000,37.990000000,37.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,0,0
HSN,2024-08-01,0,25 - 29,1,16,2,GIGAZUHAUSE 250 TREUE B,24,0,0,0,0,16,8,270,3,1,1,2,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,8,270,0,30,270,16,1,0E-9,2PLAY,1,SUPERWLAN,250,0,1,99,287
NRW,2024-08-01,0,18 - 24,0,29,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,29,0,0,7,2,0,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,75,332
HSN,2024-08-01,0,35 - 39,0,73,2,EAZY 50,0,1,0,0,0,73,0,0,0,0,3,0,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,50,0,0,0,0
KBW,2024-08-01,0,35 - 39,0,40,0,RED INTERNET UND PHONE 500 CABLE U,23,1,0,0,0,40,0,0,9,4,0,4,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,30,30,40,0,0E-9,2PLAY,1,SUPERWLAN,500,0,4,71,141
KBW,2024-08-01,1,55 - 59,0,66,0,VF RIP 250 U-TREUE,0,1,0,0,0,66,0,0,5,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,30,30,66,0,0E-9,2PLAY,3,N/A,250,0,2,130,565
KBW,2024-08-01,0,40 - 44,0,78,0,INTERNET PREMIUM 120,0,1,0,0,0,78,0,0,6,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,78,0,0E-9,1PLAY,0,N/A,120,0,0,29,642
KBW,2024-08-01,0,30 - 34,0,72,0,VF RIP 250 U-TREUE,0,1,0,0,0,72,0,0,0,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,250,0,3,18,212
NRW,2024-08-01,0,55 - 59,1,192,0,VF RIP 250 U-TREUE,4,1,0,0,0,49,0,0,5,1,0,1,0,60.980000000,39.990000000,39.990000000,60.980000000,39.990000000,0,30,0,30,30,192,1,0E-9,2PLAY,2,N/A,250,0,1,24,578
NRW,2024-08-01,0,65 - 69,0,65,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,65,0,0,0,1,0,1,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,70,391
KBW,2024-08-01,1,50 - 54,0,21,3,VF CABLEMAX 1000,0,0,0,0,0,21,3,117,9,1,1,1,0,84.960000000,44.980000000,44.980000000,74.960000000,44.980000000,3,117,3,117,117,21,0,0.120000000,2PLAY,3,HD OPTION,1000,1500,3,176,514
HSN,2024-08-01,0,65 - 69,0,139,0,VF CABLEMAX 1000,0,1,0,0,0,34,0,0,7,1,0,1,0,69.970000000,44.980000000,44.980000000,69.970000000,44.980000000,0,30,0,30,30,139,0,0E-9,2PLAY,0,HD OPTION,1000,0,0,0,0
KBW,2024-08-01,0,75 - 79,0,77,0,VF RIP 250 U-TREUE,0,1,0,0,0,77,0,0,0,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,3,2PLAY,250,0,0,55,545
HSN,2024-08-01,1,75 - 79,0,215,5,VF CABLEMAX 1000,0,1,0,0,0,34,0,0,5,1,0,1,0,70.960000000,49.970000000,49.970000000,70.960000000,49.970000000,0,30,0,30,30,215,0,0E-9,2PLAY,1,ANALOG KABELANSCHLUSS,1000,0,0,33,204
NRW,2024-08-01,1,18 - 24,0,22,0,RED INTERNET UND PHONE 250 CABLE U,0,0,0,0,0,22,2,66,5,0,0,0,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,2,66,0,30,66,22,0,0E-9,2PLAY,0,SUPERWLAN,250,0,1,221,410
KBW,2024-08-01,0,50 - 54,0,13,0,GIGAZUHAUSE 1000 TREUE B,0,0,0,0,0,13,11,340,6,2,0,2,0,49.980000000,49.980000000,49.980000000,49.980000000,49.980000000,11,340,0,30,340,13,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,3,0,0
KBW,2024-08-01,0,80 and over,0,125,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,125,0,0,0,1,0,1,0,30.950000000,30.950000000,30.950000000,30.950000000,30.950000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,1,43,220
NRW,2024-08-01,1,80 and over,0,50,0,VF RIP 100 U-TREUE,0,1,594,0,1,26,0,0,9,3,0,3,0,45.970000000,29.990000000,29.990000000,45.970000000,29.990000000,19,587,19,587,30,50,0,0E-9,2PLAY,2,N/A,100,0,0,35,293
KBW,2024-08-01,0,50 - 54,0,116,0,INTERNET 50,0,1,0,0,0,116,0,0,0,0,0,0,0,25.970000000,25.970000000,25.970000000,25.970000000,25.970000000,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,50,0,0,202,423
KBW,2024-08-01,0,30 - 34,0,63,0,INTERNET PREMIUM 120,0,1,0,0,0,63,0,0,5,0,0,0,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,120,0,0,24,250
KBW,2024-08-01,0,80 and over,0,210,0,2PLAY 30MBIT 4ALL,0,1,0,0,0,136,0,0,2,1,0,1,0,52.330000000,31.970000000,31.970000000,52.330000000,31.970000000,0,30,0,30,30,210,0,0E-9,2PLAY,0,ANALOG KABELANSCHLUSS,30,0,0,24,657
KBW,2024-08-01,1,65 - 69,0,51,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,51,0,0,10,2,0,4,0,74.970000000,59.980000000,59.980000000,69.970000000,59.980000000,0,30,0,30,30,51,0,0.070000000,2PLAY,2,HD OPTION,1000,1500,6,57,739
KBW,2024-08-01,1,55 - 59,0,59,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,59,0,0,0,1,0,1,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,0,30,0,30,30,59,0,0E-9,2PLAY,0,N/A,50,0,0,78,305
KBW,2024-08-01,1,50 - 54,0,31,0,VF RIP 500 U-TREUE,0,1,0,0,0,31,0,0,2,2,0,2,0,51.980000000,51.980000000,51.980000000,51.980000000,51.980000000,0,30,0,30,30,31,0,0E-9,2PLAY,1,SUPERWLAN,500,0,0,335,509
KBW,2024-08-01,0,50 - 54,0,142,1,GIGAZUHAUSE 1000 TREUE C,0,0,34,0,1,14,10,310,5,1,2,1,0,59.970000000,49.990000000,49.990000000,59.970000000,49.990000000,18,571,18,571,310,142,0,0E-9,2PLAY,3,SUPERWLAN,1000,0,3,171,400
NRW,2024-08-01,1,40 - 44,0,44,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,44,0,0,0,1,0,1,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,59,375
KBW,2024-08-01,1,25 - 29,0,43,0,RED INTERNET UND PHONE 100 CABLE U,0,1,2,466,1,43,0,0,6,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,90,438
NRW,2024-08-01,1,40 - 44,0,30,0,RED INTERNET & PHONE 50 CABLE U,0,1,0,0,0,30,0,0,0,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,153,153
NRW,2024-08-01,0,50 - 54,1,13,8,GIGAZUHAUSE 100 TREUE C,25,0,0,0,0,13,11,357,10,2,0,4,0,39.980000000,24.990000000,24.990000000,39.980000000,24.990000000,11,357,11,357,357,13,2,0E-9,2PLAY,1,SUPERWLAN,100,0,1,154,312
KBW,2024-08-01,1,35 - 39,0,13,0,GIGAZUHAUSE 500 TREUE B,0,0,0,0,0,13,11,343,10,2,1,2,0,64.950000000,39.980000000,39.980000000,64.950000000,39.980000000,11,343,11,340,343,13,0,0E-9,2PLAY,0,VF PREMIUM,500,0,0,155,263
KBW,2024-08-01,1,50 - 54,0,24,1,VF RIP 250 U-TREUE,0,0,0,0,0,24,0,12,8,1,0,1,0,93.970000000,37.990000000,37.990000000,83.970000000,37.990000000,0,30,0,30,12,24,0,0.110000000,2PLAY,0,HD OPTION,250,1500,0,82,361
NRW,2024-08-01,1,60 - 64,0,26,0,VF RIP 250 U-TREUE,0,1,4,269,1,26,0,0,7,1,0,1,1,72.970000000,37.990000000,37.990000000,62.970000000,37.990000000,0,30,0,30,30,26,0,0.140000000,2PLAY,2,HD OPTION,250,1500,0,39,269
HSN,2024-08-01,0,40 - 44,0,37,0,MMA,0,1,0,0,0,37,0,0,0,0,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,32,0,0,732,732
NRW,2024-08-01,0,80 and over,0,54,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,54,0,0,0,1,0,1,0,25.000000000,25.000000000,25.000000000,25.000000000,25.000000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,77,318
NRW,2024-08-01,1,18 - 24,0,46,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,46,0,0,2,2,0,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,38,578
KBW,2024-08-01,1,65 - 69,0,49,0,VF RIP 250 U-TREUE,0,1,353,281,1,49,0,0,6,1,0,1,0,64.970000000,44.980000000,44.980000000,64.970000000,44.980000000,0,30,0,30,30,48,0,0E-9,2PLAY,3,HD OPTION,250,0,0,29,330
NRW,2024-08-01,0,35 - 39,0,119,0,VF RIP 1000 U-TREUE,0,0,0,0,0,22,2,79,13,2,6,2,0,85.950000000,54.980000000,54.980000000,85.950000000,54.980000000,2,79,0,30,79,119,0,0E-9,2PLAY,0,HD OPTION,1000,0,0,94,436
NRW,2024-08-01,1,18 - 24,0,23,1,RED INTERNET UND PHONE 250 CABLE U,0,0,0,0,0,23,1,45,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,1,45,0,30,45,23,0,0E-9,2PLAY,0,SUPERWLAN,250,0,0,13,281
KBW,2024-08-01,0,25 - 29,0,50,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,50,0,0,7,2,0,2,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,500,0,0,47,282
HSN,2024-08-01,1,50 - 54,0,18,0,GIGAZUHAUSE 500 KABEL,0,0,0,0,0,18,6,202,0,0,2,0,0,54.980000000,54.980000000,54.980000000,54.980000000,54.980000000,6,202,0,0,202,0,0,0E-9,2PLAY,1,2PLAY,500,0,1,80,201
KBW,2024-08-01,0,40 - 44,0,15,0,GIGAZUHAUSE 50 TREUE C,0,0,0,0,0,15,9,303,12,2,7,2,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,9,303,0,30,303,2,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,329,329
NRW,2024-08-01,1,25 - 29,0,27,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,27,0,0,7,2,0,2,0,54.980000000,54.980000000,54.980000000,54.980000000,54.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,500,0,0,21,215
NRW,2024-08-01,1,50 - 54,0,26,0,RED INTERNET & PHONE 50 CABLE U,0,1,0,0,0,26,0,0,7,2,0,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,26,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,65,147
NRW,2024-08-01,0,50 - 54,0,45,0,VF RIP 100 U-TREUE,0,1,0,0,0,45,0,0,6,1,0,1,0,49.980000000,29.990000000,29.990000000,49.980000000,29.990000000,4,136,4,136,30,20,0,0E-9,2PLAY,1,DIGITAL KABELANSCHLUSS,100,0,0,126,488
KBW,2024-08-01,0,80 and over,0,132,0,2PLAY PLUS 50,0,1,1305,1668,5,132,0,0,6,1,0,1,0,40.900000000,40.900000000,40.900000000,40.900000000,40.900000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,1,224,999
NRW,2024-08-01,0,40 - 44,0,22,3,VF RIP 250 U-TREUE,0,0,0,0,0,22,2,82,1,0,0,1,0,79.960000000,32.990000000,32.990000000,69.960000000,32.990000000,2,82,2,82,82,22,0,0.130000000,2PLAY,1,VF PREMIUM,250,1500,0,112,628
HSN,2024-08-01,0,40 - 44,0,44,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,44,0,0,6,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,30,44,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,146,328
