customer_age_class,region,internet_product_name,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,flag_churn
50 - 54,NRW,VF CABLEMAX,49.72,50.37,30,0,0
55 - 59,NRW,VF CABLEMAX,94.57,49.74,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.48,43.78,29,0,1
80 and over,NRW,VF RIP U-TREUE,32.67,23.92,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,80.88,49.84,32,0,0
35 - 39,NRW,VF RIP U-TREUE,22.6,25.29,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,58.42,49.15,30,0,0
55 - 59,NRW,VF RIP U-TREUE,38.27,38.05,28,0,0
25 - 29,NRW,VF CABLEMAX,44.97,45.32,30,0,1
50 - 54,NRW,VF CABLEMAX,48.91,49.65,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,63.26,43.38,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.36,44.81,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.41,44.84,30,0,1
55 - 59,NRW,VF RIP U-TREUE,44.8,43.6,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.3,39.73,30,0,0
25 - 29,NRW,VF CABLEMAX,48.22,44.67,30,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,68.81,57.74,326,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,76.19,50.14,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,23.16,29.57,29,0,0
35 - 39,NRW,VF CABLEMAX,43.88,44.68,32,0,1
35 - 39,NRW,VF CABLEMAX,48.75,45.74,29,0,1
50 - 54,NRW,VF CABLEMAX,49.88,44.75,28,0,0
35 - 39,NRW,VF RIP U-TREUE,36.79,25.52,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.14,44.5,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.92,39.22,29,0,0
50 - 54,NRW,VF CABLEMAX,52.88,49.59,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.87,28.74,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,47.75,38.24,30,0,1
35 - 39,NRW,VF CABLEMAX,51.43,45.47,31,0,0
50 - 54,NRW,VF CABLEMAX,85.27,50.99,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,48.58,43.73,30,0,1
80 and over,NRW,VF RIP U-TREUE,36.01,33.03,31,0,0
35 - 39,NRW,VF RIP U-TREUE,30.32,29.14,30,0,0
35 - 39,NRW,VF RIP U-TREUE,44.79,37.9,30,0,0
35 - 39,NRW,VF RIP U-TREUE,24.23,26.97,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.01,49.3,27,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.0,38.75,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,48.9,44.99,29,0,0
55 - 59,NRW,VF RIP U-TREUE,47.36,37.55,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.38,40.19,30,0,1
55 - 59,NRW,VF RIP U-TREUE,45.71,38.45,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.44,45.15,31,0,1
80 and over,NRW,VF RIP U-TREUE,29.64,24.43,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.96,39.99,30,0,1
25 - 29,NRW,VF CABLEMAX,44.33,45.49,30,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,83.22,53.12,316,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,34.89,39.87,408,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.25,35.12,28,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,45.3,51.6,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.58,34.4,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,27.38,31.59,29,0,1
55 - 59,NRW,VF CABLEMAX,51.87,49.24,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,74.24,56.42,325,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.5,44.36,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.17,39.69,28,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,47.38,39.92,31,0,1
50 - 54,NRW,VF CABLEMAX,50.26,50.48,30,0,0
35 - 39,NRW,VF RIP U-TREUE,39.78,25.8,31,0,0
35 - 39,NRW,EAZY,32.04,22.4,31,0,0
35 - 39,NRW,VF CABLEMAX,42.49,44.9,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.94,34.24,28,0,1
25 - 29,NRW,VF CABLEMAX,42.67,44.79,30,0,1
25 - 29,NRW,VF CABLEMAX,43.33,40.23,37,0,1
80 and over,NRW,VF RIP U-TREUE,38.38,22.55,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.0,39.82,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.62,45.08,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.04,40.01,31,0,1
25 - 29,NRW,VF CABLEMAX,39.09,43.48,30,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,44.56,39.22,31,0,0
80 and over,NRW,VF RIP U-TREUE,36.47,28.14,31,0,0
35 - 39,NRW,VF RIP U-TREUE,33.59,38.52,28,0,0
55 - 59,NRW,VF RIP U-TREUE,33.48,37.74,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,47.82,49.46,29,0,0
35 - 39,NRW,VF RIP U-TREUE,18.99,27.5,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.73,39.94,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.91,45.27,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.48,40.63,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.7,39.9,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,82.67,48.21,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.19,40.15,30,0,1
25 - 29,NRW,VF CABLEMAX,46.26,44.5,30,0,1
25 - 29,NRW,VF CABLEMAX,44.45,45.18,30,0,1
35 - 39,NRW,VF CABLEMAX,45.15,45.38,27,0,1
25 - 29,NRW,VF CABLEMAX,52.65,45.18,29,0,1
80 and over,NRW,VF RIP U-TREUE,25.48,21.37,34,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.54,39.6,33,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,40.4,39.24,31,0,0
25 - 29,NRW,VF CABLEMAX,40.82,44.43,27,0,1
55 - 59,NRW,VF CABLEMAX,106.09,59.41,30,0,0
55 - 59,NRW,VF RIP U-TREUE,36.51,38.74,30,0,0
35 - 39,NRW,VF RIP U-TREUE,30.62,27.5,30,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,30.29,30.61,28,0,0
50 - 54,NRW,VF CABLEMAX,41.44,45.62,33,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,36.43,38.55,331,0,0
25 - 29,NRW,VF CABLEMAX,41.15,45.54,30,0,1
55 - 59,NRW,VF CABLEMAX,82.31,48.2,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,87.84,54.32,29,0,0
80 and over,NRW,VF RIP U-TREUE,32.09,38.72,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.78,38.89,28,0,1
35 - 39,NRW,VF RIP U-TREUE,21.02,26.48,30,0,0
55 - 59,NRW,VF RIP U-TREUE,38.65,38.97,31,0,0
25 - 29,NRW,VF CABLEMAX,57.97,45.92,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.19,39.49,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,49.1,37.93,328,0,1
55 - 59,NRW,VF CABLEMAX,81.18,50.36,30,0,0
55 - 59,KBW,RED INTERNET & PHONE CABLE U,47.9,40.77,29,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,40.58,38.87,350,0,0
35 - 39,NRW,EAZY,26.8,1.84,28,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE C,29.86,27.82,29,0,0
35 - 39,NRW,VF RIP U-TREUE,23.56,27.38,30,0,1
35 - 39,NRW,VF RIP U-TREUE,31.43,27.23,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.16,39.11,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.1,39.17,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,49.07,40.49,32,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,78.01,39.25,31,0,0
80 and over,NRW,VF RIP U-TREUE,31.07,25.66,30,0,0
80 and over,NRW,VF RIP U-TREUE,34.28,26.23,32,0,0
50 - 54,NRW,VF CABLEMAX,49.92,44.75,28,0,1
65 - 69,NRW,VF RIP U-TREUE,47.75,39.53,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.56,43.07,29,0,1
55 - 59,NRW,VF CABLEMAX,75.61,49.54,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.26,43.85,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.0,35.05,32,0,1
55 - 59,NRW,VF RIP U-TREUE,44.01,39.43,32,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,71.36,44.85,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,77.16,48.6,30,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,40.33,40.31,29,0,0
25 - 29,NRW,VF CABLEMAX,45.14,44.33,105,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,24.14,33.61,31,0,0
25 - 29,NRW,VF CABLEMAX,48.08,45.08,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.61,45.3,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,31.3,28.84,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,51.73,44.45,28,0,1
50 - 54,NRW,VF CABLEMAX,41.87,50.39,29,0,0
55 - 59,NRW,VF CABLEMAX,83.49,49.94,29,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,51.35,45.33,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,74.75,53.13,31,0,0
35 - 39,NRW,VF CABLEMAX,43.86,45.15,27,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,85.58,54.77,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.45,40.62,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.11,40.67,29,0,0
80 and over,NRW,VF RIP U-TREUE,14.55,27.33,31,0,0
50 - 54,NRW,VF CABLEMAX,38.27,45.58,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.56,38.52,29,0,1
35 - 39,NRW,VF RIP U-TREUE,35.27,26.68,29,0,0
80 and over,NRW,VF RIP U-TREUE,17.76,30.27,28,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,41.93,39.67,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.27,35.87,31,0,0
80 and over,NRW,VF RIP U-TREUE,36.65,29.48,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,84.03,50.62,351,0,0
80 and over,NRW,VF RIP U-TREUE,37.17,38.44,29,0,0
55 - 59,NRW,VF RIP U-TREUE,41.31,38.75,31,0,0
40 - 44,NRW,VF RIP U-TREUE,45.46,38.45,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.7,39.5,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.99,30.42,30,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,32.57,30.03,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.85,40.43,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,41.5,41.19,29,0,0
80 and over,NRW,VF RIP U-TREUE,24.44,25.01,30,0,0
80 and over,NRW,VF RIP U-TREUE,28.66,25.6,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,37.04,44.29,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.75,32.42,31,0,0
50 - 54,NRW,VF CABLEMAX,46.33,49.51,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,70.58,48.54,28,0,1
25 - 29,NRW,VF CABLEMAX,40.98,45.1,32,0,1
80 and over,NRW,VF RIP U-TREUE,28.88,26.05,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.26,38.7,30,0,1
60 - 64,NRW,RED INTERNET & PHONE CABLE U,33.51,39.29,30,0,0
25 - 29,NRW,VF CABLEMAX,47.7,45.03,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.34,39.86,56,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,77.66,60.14,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,44.19,43.67,31,0,1
35 - 39,NRW,VF CABLEMAX,40.45,45.42,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,16.5,30.5,31,0,0
55 - 59,NRW,VF RIP U-TREUE,41.92,39.02,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.87,45.15,31,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,39.1,39.34,230,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,41.43,43.21,29,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,39.02,39.6,373,0,0
25 - 29,NRW,VF CABLEMAX,44.63,44.52,28,0,1
65 - 69,NRW,GIGAZUHAUSE TREUE B,37.12,37.57,30,0,0
80 and over,NRW,EAZY,22.87,0.0,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,37.16,39.63,31,0,1
50 - 54,NRW,VF CABLEMAX,96.91,49.79,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.19,39.64,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.52,31.54,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,27.84,40.76,30,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,28.72,24.79,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,79.09,57.55,31,0,0
55 - 59,NRW,VF CABLEMAX,74.81,49.7,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.15,31.22,32,0,0
50 - 54,NRW,VF CABLEMAX,69.46,50.38,30,0,0
55 - 59,NRW,VF RIP U-TREUE,41.71,39.28,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.96,44.25,29,0,1
55 - 59,NRW,VF CABLEMAX,57.4,48.78,29,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,38.19,41.99,31,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,56.46,54.52,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,50.36,39.71,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,48.35,38.91,342,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.72,45.28,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,48.26,44.43,30,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,27.94,27.92,31,0,0
50 - 54,NRW,VF CABLEMAX,96.38,50.27,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.23,33.88,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,22.51,35.71,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,25.11,28.08,31,0,1
50 - 54,NRW,VF CABLEMAX,77.01,44.17,31,0,1
25 - 29,NRW,VF CABLEMAX,48.64,45.93,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,27.88,34.71,29,0,1
35 - 39,NRW,VF RIP U-TREUE,31.11,38.54,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.54,44.24,30,0,0
80 and over,NRW,VF RIP U-TREUE,28.91,26.75,33,0,0
80 and over,NRW,VF RIP U-TREUE,35.73,22.43,31,0,0
35 - 39,NRW,VF RIP U-TREUE,27.43,25.8,31,0,0
25 - 29,NRW,VF CABLEMAX,52.04,45.61,31,0,1
25 - 29,NRW,VF CABLEMAX,49.43,45.82,28,0,1
80 and over,NRW,VF RIP U-TREUE,21.24,23.34,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,22.41,29.81,29,0,1
25 - 29,NRW,VF CABLEMAX,48.5,44.98,30,0,1
35 - 39,NRW,VF CABLEMAX,49.94,45.0,30,0,1
35 - 39,NRW,VF RIP U-TREUE,43.44,38.9,28,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,42.98,45.09,29,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,46.97,61.37,30,0,0
35 - 39,NRW,VF CABLEMAX,44.91,44.02,30,0,1
80 and over,NRW,VF RIP U-TREUE,33.1,30.88,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,54.14,43.63,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.22,35.56,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.96,41.13,28,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,55.77,49.41,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,33.6,40.14,29,0,1
35 - 39,NRW,VF CABLEMAX,50.47,44.08,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.77,39.22,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.0,43.51,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.89,30.45,29,0,1
80 and over,NRW,GIGAZUHAUSE TREUE C,30.0,33.49,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.72,49.66,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.05,39.6,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,79.16,48.2,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,37.24,39.54,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,37.16,40.29,66,0,1
80 and over,NRW,VF RIP U-TREUE,37.67,25.17,28,0,0
50 - 54,NRW,VF CABLEMAX,45.46,49.76,29,0,1
35 - 39,NRW,VF RIP U-TREUE,42.38,38.38,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,40.71,44.41,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.84,39.81,32,0,1
25 - 29,NRW,VF CABLEMAX,37.69,44.92,32,0,1
50 - 54,NRW,VF CABLEMAX,65.21,49.82,31,0,0
80 and over,NRW,VF RIP U-TREUE,42.04,32.61,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,29.03,40.77,29,0,1
80 and over,NRW,GIGAZUHAUSE TREUE B,43.86,29.11,29,0,0
55 - 59,NRW,VF RIP U-TREUE,38.07,37.37,30,0,0
50 - 54,NRW,VF CABLEMAX,89.77,51.44,30,0,1
55 - 59,NRW,VF RIP U-TREUE,40.31,38.91,32,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,48.1,43.8,30,0,0
55 - 59,NRW,VF CABLEMAX,80.24,49.11,29,0,0
25 - 29,NRW,VF CABLEMAX,40.34,45.66,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.27,39.78,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.97,40.33,30,0,1
25 - 29,NRW,VF CABLEMAX,48.08,44.8,31,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,48.21,37.45,325,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.07,44.39,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,28.71,32.81,28,0,1
65 - 69,NRW,VF RIP U-TREUE,32.76,37.85,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.3,39.77,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.49,34.22,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.17,43.63,30,0,1
80 and over,NRW,VF RIP U-TREUE,36.23,26.76,29,0,0
50 - 54,NRW,VF CABLEMAX,39.88,45.17,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,23.26,28.04,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.21,44.51,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,45.56,57.1,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.32,45.49,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,45.99,44.19,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,52.51,42.76,30,0,1
25 - 29,NRW,VF CABLEMAX,39.46,44.4,30,0,1
25 - 29,NRW,VF CABLEMAX,49.54,44.71,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.03,44.55,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.53,40.41,30,0,0
50 - 54,NRW,VF CABLEMAX,59.11,45.6,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.27,28.13,28,0,1
35 - 39,NRW,VF RIP U-TREUE,34.58,26.42,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.84,39.37,31,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,51.64,43.69,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.03,39.28,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.31,39.78,33,0,1
55 - 59,NRW,VF RIP U-TREUE,43.62,44.41,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.41,32.78,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.84,40.39,31,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,47.67,45.5,178,0,1
25 - 29,NRW,VF CABLEMAX,49.03,40.03,77,0,1
40 - 44,NRW,VF RIP U-TREUE,41.13,37.97,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.94,39.68,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.47,34.06,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.92,40.08,28,0,1
55 - 59,NRW,VF CABLEMAX,44.09,44.4,31,0,0
25 - 29,NRW,VF CABLEMAX,49.71,45.61,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,58.82,44.87,31,0,0
80 and over,NRW,VF RIP U-TREUE,24.32,28.26,31,0,0
50 - 54,NRW,VF CABLEMAX,50.29,44.76,33,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.64,38.86,29,0,1
25 - 29,NRW,VF CABLEMAX,48.92,45.71,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.24,35.6,29,0,1
25 - 29,NRW,VF CABLEMAX,47.39,45.74,31,0,1
55 - 59,NRW,VF RIP U-TREUE,41.03,38.52,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.77,43.43,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,55.24,51.23,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.5,44.77,30,0,1
55 - 59,NRW,VF RIP U-TREUE,43.57,39.47,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,48.57,54.43,339,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.61,48.71,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,52.43,44.05,28,0,1
50 - 54,NRW,VF CABLEMAX,50.62,49.51,31,0,0
25 - 29,NRW,VF CABLEMAX,44.0,44.38,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.57,39.16,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,84.76,57.38,32,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,31.91,28.67,32,0,0
80 and over,NRW,VF RIP U-TREUE,31.18,27.65,30,0,0
55 - 59,NRW,VF CABLEMAX,49.93,50.75,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,40.59,43.47,30,0,0
40 - 44,NRW,VF RIP U-TREUE,40.49,39.2,32,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,36.79,26.06,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.86,39.16,28,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,54.57,43.2,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.26,40.41,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,22.51,34.0,30,0,1
55 - 59,NRW,VF CABLEMAX,96.3,49.17,29,0,0
50 - 54,NRW,VF CABLEMAX,44.01,44.85,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,28.62,30.31,31,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,21.12,28.96,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.65,39.46,30,0,0
25 - 29,NRW,VF CABLEMAX,38.7,44.25,31,0,1
25 - 29,NRW,VF CABLEMAX,45.95,45.33,31,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,41.64,38.11,29,0,1
80 and over,NRW,VF RIP U-TREUE,29.79,27.97,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.01,38.9,31,0,0
25 - 29,NRW,VF CABLEMAX,48.52,44.95,29,0,1
50 - 54,NRW,VF CABLEMAX,53.04,49.79,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,27.16,35.82,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.97,40.67,30,0,0
35 - 39,NRW,VF CABLEMAX,44.71,45.07,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.97,32.93,32,0,0
55 - 59,NRW,VF RIP U-TREUE,81.76,47.88,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,53.83,44.07,30,0,1
80 and over,NRW,VF RIP U-TREUE,18.69,28.19,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.76,32.84,30,0,0
35 - 39,NRW,VF RIP U-TREUE,30.04,26.86,28,0,0
50 - 54,NRW,VF CABLEMAX,48.3,46.23,29,0,0
25 - 29,NRW,VF CABLEMAX,41.13,45.25,30,0,1
80 and over,NRW,VF RIP U-TREUE,37.43,40.39,31,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,27.85,31.92,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.76,39.79,32,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,40.22,40.05,329,0,0
55 - 59,NRW,VF CABLEMAX,77.14,60.39,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,26.04,28.65,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.35,40.36,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,44.42,49.87,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.7,39.98,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,31.58,39.99,30,0,1
55 - 59,NRW,VF CABLEMAX,45.4,49.69,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.16,39.02,30,0,1
80 and over,NRW,VF RIP U-TREUE,24.3,38.68,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.92,41.17,33,0,0
